customerid,category,country,industry,month,billedamount
685,Individual,Ukraine,Support,2015-5,7587
785,Company,China,Research and Development,2015-5,2846
179,Individual,Philippines,Research and Development,2015-5,10056
911,Individual,China,Business Development,2015-5,3624
955,Individual,Sudan,Accounting,2015-5,16650
40,Individual,Portugal,Human Resources,2015-5,7035
891,Individual,Russia,Product Management,2015-5,1577
702,Company,Sweden,Marketing,2015-5,18789
654,Company,China,Legal,2015-5,11733
39,Company,Ivory Coast,Engineering,2015-5,17228
325,Individual,New Zealand,Training,2015-5,3194
774,Individual,Albania,Accounting,2015-5,13024
661,Company,China,Services,2015-5,8106
694,Company,Canada,Support,2015-5,18490
690,Company,Philippines,Product Management,2015-5,9076
97,Company,China,Engineering,2015-5,19192
411,Individual,Poland,Product Management,2015-5,13760
885,Company,Brazil,Training,2015-5,15681
646,Individual,Portugal,Sales,2015-5,6672
35,Individual,Republic of the Congo,Business Development,2015-5,13313
899,Individual,Mexico,Human Resources,2015-5,17540
200,Individual,Indonesia,Engineering,2015-5,3224
399,Individual,Yemen,Engineering,2015-5,6675
440,Individual,China,Legal,2015-5,3161
181,Individual,Argentina,Accounting,2015-5,15520
37,Company,Indonesia,Business Development,2015-5,15766
4,Company,United States,Training,2015-5,11500
775,Company,Philippines,Training,2015-5,16305
647,Company,Indonesia,Business Development,2015-5,16882
400,Individual,Russia,Research and Development,2015-5,5216
218,Individual,China,Marketing,2015-5,10493
648,Individual,Russia,Marketing,2015-5,16939
611,Individual,Uzbekistan,Engineering,2015-5,19324
900,Individual,Indonesia,Product Management,2015-5,6943
68,Company,United States,Training,2015-5,6770
67,Individual,Brazil,Engineering,2015-5,11107
904,Individual,China,Sales,2015-5,19576
918,Company,Croatia,Accounting,2015-5,18383
119,Individual,Sweden,Engineering,2015-5,8709
321,Individual,Czech Republic,Human Resources,2015-5,16840
608,Company,Dominican Republic,Support,2015-5,12625
223,Individual,Portugal,Human Resources,2015-5,12577
767,Company,Philippines,Sales,2015-5,15295
793,Individual,Bangladesh,Human Resources,2015-5,16465
410,Individual,China,Marketing,2015-5,18908
377,Individual,China,Marketing,2015-5,12722
660,Individual,China,Marketing,2015-5,13191
662,Individual,Nigeria,Training,2015-5,5417
224,Individual,Lebanon,Research and Development,2015-5,4727
766,Individual,Dominican Republic,Human Resources,2015-5,18859
110,Individual,Indonesia,Training,2015-5,13032
752,Individual,Peru,Legal,2015-5,9368
919,Company,Indonesia,Business Development,2015-5,1124
978,Company,Indonesia,Engineering,2015-5,1712
216,Company,Portugal,Sales,2015-5,15004
643,Company,Egypt,Support,2015-5,6202
326,Company,Indonesia,Marketing,2015-5,12336
174,Company,Croatia,Services,2015-5,11687
664,Company,Poland,Sales,2015-5,13653
765,Company,Austria,Accounting,2015-5,12788
117,Individual,Ukraine,Training,2015-5,4476
225,Individual,China,Services,2015-5,1863
695,Company,Greece,Engineering,2015-5,112
607,Individual,Philippines,Support,2015-5,12282
956,Individual,Peru,Research and Development,2015-5,2951
414,Individual,Nigeria,Marketing,2015-5,9775
120,Company,Indonesia,Legal,2015-5,8282
922,Individual,Honduras,Accounting,2015-5,7184
126,Individual,Indonesia,Research and Development,2015-5,4950
1000,Company,China,Legal,2015-5,1118
645,Individual,Indonesia,Human Resources,2015-5,1041
437,Company,China,Business Development,2015-5,18467
795,Company,Dominican Republic,Accounting,2015-5,13449
412,Individual,France,Research and Development,2015-5,7397
905,Individual,Portugal,Marketing,2015-5,17891
204,Company,Brazil,Support,2015-5,8036
217,Individual,Brazil,Research and Development,2015-5,4157
170,Company,Syria,Business Development,2015-5,12877
374,Individual,Colombia,Legal,2015-5,19861
644,Individual,Slovenia,Legal,2015-5,842
320,Individual,Sweden,Product Management,2015-5,2663
898,Company,Indonesia,Sales,2015-5,6627
663,Company,Cuba,Research and Development,2015-5,18949
612,Individual,Argentina,Product Management,2015-5,19456
398,Company,Luxembourg,Product Management,2015-5,17926
413,Individual,Malaysia,Engineering,2015-5,19012
776,Individual,China,Business Development,2015-5,9074
180,Company,Russia,Engineering,2015-5,13658
397,Company,Kazakhstan,Business Development,2015-5,4605
171,Individual,Albania,Engineering,2015-5,7645
375,Company,Ukraine,Engineering,2015-5,14290
221,Company,Argentina,Human Resources,2015-5,12235
220,Individual,France,Engineering,2015-5,19001
36,Company,Ukraine,Product Management,2015-5,18394
205,Company,Canada,Business Development,2015-5,12049
404,Individual,Saudi Arabia,Engineering,2015-5,15170
438,Individual,China,Research and Development,2015-5,5357
610,Company,China,Legal,2015-5,9570
76,Company,Syria,Legal,2015-5,11010
946,Individual,Indonesia,Business Development,2015-5,13890
935,Company,Philippines,Training,2015-5,18036
439,Individual,Thailand,Research and Development,2015-5,8289
118,Company,Peru,Accounting,2015-5,9982
771,Company,Bangladesh,Product Management,2015-5,16504
652,Company,Poland,Sales,2015-5,3688
31,Company,Kazakhstan,Research and Development,2015-5,5102
917,Company,Serbia,Human Resources,2015-5,7469
656,Individual,Cuba,Training,2015-5,11177
609,Individual,Indonesia,Training,2015-5,1877
96,Company,Philippines,Accounting,2015-5,14284
655,Individual,China,Engineering,2015-5,4057
405,Individual,Russia,Services,2015-5,5195
692,Company,Poland,Training,2015-5,11503
91,Company,Indonesia,Business Development,2015-5,11428
335,Company,Russia,Sales,2015-5,14835
902,Individual,Thailand,Support,2015-5,8034
704,Individual,Russia,Legal,2015-5,7658
971,Company,China,Product Management,2015-5,11171
406,Individual,Yemen,Research and Development,2015-5,17697
770,Individual,China,Product Management,2015-5,4123
172,Company,Croatia,Research and Development,2015-5,12447
78,Individual,Greece,Legal,2015-5,8933
977,Individual,Serbia,Support,2015-5,15839
323,Company,China,Support,2015-5,14661
653,Company,Cape Verde,Training,2015-5,1517
376,Individual,China,Accounting,2015-5,12910
794,Company,China,Legal,2015-5,13065
953,Company,Vietnam,Business Development,2015-5,2174
93,Company,France,Accounting,2015-5,8884
21,Company,Pakistan,Support,2015-5,17370
901,Individual,Portugal,Sales,2015-5,16293
402,Individual,France,Legal,2015-5,17858
693,Individual,Portugal,Services,2015-5,9252
658,Company,Bolivia,Human Resources,2015-5,16876
222,Individual,China,Sales,2015-5,8412
18,Individual,Ecuador,Engineering,2015-5,16050
367,Company,Russia,Services,2015-5,13019
103,Individual,Pakistan,Engineering,2015-5,12448
744,Company,China,Product Management,2015-5,12750
988,Individual,Albania,Services,2015-5,15031
173,Individual,Poland,Marketing,2015-5,1109
773,Individual,Thailand,Training,2015-5,15715
768,Company,Russia,Research and Development,2015-5,7187
649,Company,Thailand,Services,2015-5,17348
659,Individual,Poland,Engineering,2015-5,1459
309,Company,Brazil,Training,2015-5,14361
409,Individual,Argentina,Sales,2015-5,13788
238,Individual,Indonesia,Accounting,2015-5,7057
691,Individual,North Korea,Legal,2015-5,9490
112,Company,Indonesia,Training,2015-5,5835
650,Individual,Luxembourg,Engineering,2015-5,8390
769,Company,Mexico,Accounting,2015-5,7888
750,Individual,China,Sales,2015-5,19129
651,Company,Philippines,Support,2015-5,1600
163,Individual,Uruguay,Sales,2015-5,1650
657,Company,Paraguay,Services,2015-5,12897
884,Company,Peru,Research and Development,2015-5,10852
407,Individual,Malaysia,Engineering,2015-5,4829
751,Company,Serbia,Legal,2015-5,19825
403,Individual,Vietnam,Product Management,2015-5,13255
104,Company,Peru,Accounting,2015-5,12872
322,Company,Uganda,Engineering,2015-5,10010
324,Individual,Uganda,Services,2015-5,10843
772,Individual,Philippines,Human Resources,2015-5,11592
903,Individual,Indonesia,Research and Development,2015-5,10336
219,Company,Mongolia,Product Management,2015-5,9533
408,Individual,Canada,Services,2015-5,10175
239,Individual,China,Business Development,2015-5,18496
401,Individual,Brazil,Support,2015-5,8671
791,Company,Vietnam,Marketing,2015-5,13691
642,Company,China,Business Development,2015-5,1714
689,Individual,Indonesia,Legal,2015-5,4315
920,Individual,Ethiopia,Business Development,2015-5,10561
634,Company,Mexico,Business Development,2015-5,19361
972,Company,Peru,Sales,2015-5,12484
420,Individual,Indonesia,Services,2015-5,4249
168,Individual,Russia,Legal,2015-5,6606
90,Company,Venezuela,Legal,2015-5,14185
671,Individual,Czech Republic,Support,2015-5,4351
943,Individual,China,Human Resources,2015-5,16950
113,Individual,Portugal,Product Management,2015-5,6899
762,Company,France,Accounting,2015-5,4705
391,Individual,United States,Services,2015-5,6979
633,Individual,Russia,Sales,2015-5,5888
421,Individual,Chad,Accounting,2015-5,13084
213,Company,Philippines,Marketing,2015-5,19328
796,Company,Venezuela,Training,2015-5,14093
983,Individual,China,Marketing,2015-5,3478
894,Company,Cuba,Business Development,2015-5,6166
229,Company,Vietnam,Product Management,2015-5,12811
781,Company,Yemen,Engineering,2015-5,11656
338,Individual,Niger,Sales,2015-5,10788
334,Company,Finland,Training,2015-5,12137
780,Individual,Indonesia,Business Development,2015-5,19178
886,Company,Kazakhstan,Support,2015-5,1908
419,Individual,Indonesia,Business Development,2015-5,12171
214,Individual,Japan,Training,2015-5,18931
748,Company,Venezuela,Product Management,2015-5,4317
635,Individual,Czech Republic,Sales,2015-5,19489
392,Company,Brazil,Research and Development,2015-5,9383
228,Company,China,Business Development,2015-5,3953
970,Company,Argentina,Legal,2015-5,3082
670,Individual,Brazil,Sales,2015-5,5705
976,Individual,Indonesia,Training,2015-5,6317
22,Company,Portugal,Business Development,2015-5,16779
614,Individual,United States,Product Management,2015-5,17892
317,Company,Philippines,Accounting,2015-5,14886
379,Individual,Nigeria,Human Resources,2015-5,9435
908,Individual,China,Product Management,2015-5,8792
329,Individual,Slovenia,Business Development,2015-5,12332
316,Company,Ukraine,Human Resources,2015-5,15143
909,Company,Grenada,Legal,2015-5,10686
761,Individual,China,Research and Development,2015-5,13715
79,Individual,Thailand,Marketing,2015-5,15560
423,Individual,Philippines,Marketing,2015-5,3670
230,Individual,Palestinian Territory,Marketing,2015-5,14036
442,Company,Sweden,Sales,2015-5,19118
998,Individual,China,Engineering,2015-5,5297
745,Individual,Philippines,Legal,2015-5,11256
934,Company,Russia,Training,2015-5,19813
167,Individual,Poland,Business Development,2015-5,19971
630,Individual,Indonesia,Services,2015-5,19478
212,Individual,China,Human Resources,2015-5,15690
615,Individual,China,Services,2015-5,13954
892,Individual,France,Training,2015-5,13600
910,Individual,Iran,Training,2015-5,17816
783,Company,Ukraine,Accounting,2015-5,17211
994,Individual,Philippines,Human Resources,2015-5,3903
747,Company,Russia,Marketing,2015-5,11219
673,Company,China,Product Management,2015-5,5969
631,Company,Poland,Marketing,2015-5,15327
371,Company,Indonesia,Research and Development,2015-5,12986
705,Company,Indonesia,Training,2015-5,149
672,Individual,Slovakia,Support,2015-5,5045
698,Company,Indonesia,Sales,2015-5,7182
632,Company,Brunei,Training,2015-5,19375
435,Individual,China,Product Management,2015-5,2799
753,Company,China,Business Development,2015-5,6984
183,Company,Indonesia,Product Management,2015-5,19101
422,Individual,Philippines,Support,2015-5,4385
92,Company,Thailand,Services,2015-5,4878
687,Company,China,Marketing,2015-5,6765
782,Individual,China,Marketing,2015-5,18392
605,Individual,Philippines,Engineering,2015-5,327
985,Company,Mexico,Marketing,2015-5,13667
893,Individual,Indonesia,Legal,2015-5,3925
368,Company,Philippines,Training,2015-5,10722
390,Individual,Azerbaijan,Legal,2015-5,17229
122,Individual,Indonesia,Services,2015-5,3068
328,Individual,Indonesia,Business Development,2015-5,19089
906,Individual,Philippines,Accounting,2015-5,3930
237,Individual,Honduras,Services,2015-5,18417
883,Company,China,Training,2015-5,7127
240,Individual,Philippines,Research and Development,2015-5,13348
640,Company,Colombia,Support,2015-5,2456
666,Individual,Japan,Legal,2015-5,2879
373,Company,Sweden,Legal,2015-5,6163
764,Individual,Kazakhstan,Sales,2015-5,17242
441,Individual,China,Training,2015-5,17107
992,Company,Egypt,Services,2015-5,13102
778,Individual,China,Human Resources,2015-5,10012
336,Individual,Israel,Business Development,2015-5,15033
206,Company,Ghana,Support,2015-5,2395
896,Company,Philippines,Accounting,2015-5,1871
395,Individual,Portugal,Human Resources,2015-5,3429
215,Individual,United States,Research and Development,2015-5,15109
954,Individual,Armenia,Accounting,2015-5,6842
20,Individual,Armenia,Services,2015-5,17577
613,Individual,Czech Republic,Sales,2015-5,6845
984,Company,Sweden,Services,2015-5,16931
696,Individual,Russia,Human Resources,2015-5,13634
378,Individual,Cameroon,Accounting,2015-5,8933
226,Individual,Portugal,Sales,2015-5,14263
777,Individual,Georgia,Training,2015-5,13141
63,Individual,Greece,Human Resources,2015-5,18966
950,Company,Philippines,Support,2015-5,6270
897,Company,Russia,Human Resources,2015-5,17392
665,Company,France,Support,2015-5,11054
944,Company,Greece,Legal,2015-5,8294
916,Company,Japan,Research and Development,2015-5,1126
5,Company,Guatemala,Sales,2015-5,4455
319,Company,China,Services,2015-5,3717
749,Individual,Portugal,Services,2015-5,169
396,Individual,China,Research and Development,2015-5,6924
641,Individual,Vietnam,Engineering,2015-5,16871
792,Individual,Indonesia,Engineering,2015-5,3535
415,Company,Kuwait,Accounting,2015-5,8334
125,Company,Brazil,Legal,2015-5,3686
327,Company,Iraq,Research and Development,2015-5,7236
308,Individual,Japan,Accounting,2015-5,17232
907,Company,Sweden,Support,2015-5,18552
639,Individual,Finland,Legal,2015-5,14007
703,Individual,Indonesia,Accounting,2015-5,12415
606,Individual,Poland,Marketing,2015-5,6996
637,Company,Madagascar,Support,2015-5,11544
310,Company,Indonesia,Product Management,2015-5,5815
41,Company,Brazil,Marketing,2015-5,5433
945,Individual,Colombia,Marketing,2015-5,6505
895,Individual,Brazil,Human Resources,2015-5,6117
34,Company,Croatia,Research and Development,2015-5,7043
668,Company,France,Services,2015-5,8484
418,Individual,Philippines,Accounting,2015-5,12419
38,Individual,Philippines,Sales,2015-5,4503
116,Company,Russia,Product Management,2015-5,3007
688,Individual,Russia,Business Development,2015-5,6520
121,Company,Vietnam,Marketing,2015-5,11454
372,Individual,American Samoa,Sales,2015-5,14907
697,Individual,Iran,Engineering,2015-5,16021
669,Individual,Pakistan,Engineering,2015-5,1110
763,Individual,Slovenia,Business Development,2015-5,16643
69,Individual,Nigeria,Business Development,2015-5,2250
779,Company,Niger,Product Management,2015-5,9161
366,Individual,Japan,Support,2015-5,5031
667,Individual,China,Training,2015-5,8993
416,Company,North Korea,Training,2015-5,16807
169,Individual,Argentina,Human Resources,2015-5,329
42,Individual,Poland,Marketing,2015-5,268
66,Company,China,Marketing,2015-5,2633
973,Individual,Croatia,Support,2015-5,18016
175,Company,Indonesia,Training,2015-5,18312
952,Individual,China,Sales,2015-5,3614
318,Company,Colombia,Human Resources,2015-5,8926
638,Company,Colombia,Support,2015-5,15019
71,Individual,Philippines,Sales,2015-5,16126
436,Company,Portugal,Research and Development,2015-5,624
162,Company,Czech Republic,Business Development,2015-5,6204
394,Company,Ukraine,Human Resources,2015-5,12964
417,Company,Philippines,Engineering,2015-5,18085
227,Individual,Philippines,Human Resources,2015-5,636
203,Company,United States,Training,2015-5,18114
393,Company,China,Marketing,2015-5,14338
636,Company,Tanzania,Legal,2015-5,15879
707,Individual,Indonesia,Accounting,2015-5,16332
82,Individual,Morocco,Marketing,2015-5,17233
723,Company,Pakistan,Legal,2015-5,6179
159,Individual,Nigeria,Legal,2015-5,196
540,Company,Indonesia,Marketing,2015-5,4084
298,Company,China,Training,2015-5,18327
155,Individual,Antigua and Barbuda,Product Management,2015-5,9347
353,Company,Greece,Product Management,2015-5,655
831,Individual,Indonesia,Product Management,2015-5,17792
267,Company,Russia,Sales,2015-5,1861
813,Company,Serbia,Human Resources,2015-5,5607
857,Individual,Russia,Product Management,2015-5,17791
880,Company,France,Research and Development,2015-5,9588
288,Individual,Ethiopia,Services,2015-5,3502
541,Company,Russia,Engineering,2015-5,12222
573,Individual,Brazil,Support,2015-5,18011
466,Individual,Indonesia,Marketing,2015-5,654
734,Company,Philippines,Sales,2015-5,7029
491,Individual,Philippines,Product Management,2015-5,18423
830,Company,Costa Rica,Support,2015-5,11851
451,Individual,Philippines,Product Management,2015-5,13815
574,Company,Equatorial Guinea,Marketing,2015-5,14740
43,Individual,Portugal,Marketing,2015-5,9447
147,Company,United States,Engineering,2015-5,1779
940,Company,Indonesia,Services,2015-5,10115
46,Individual,Mexico,Product Management,2015-5,702
981,Individual,Philippines,Human Resources,2015-5,11634
957,Company,Philippines,Legal,2015-5,16433
930,Company,Indonesia,Marketing,2015-5,13761
131,Company,China,Product Management,2015-5,3312
832,Individual,Peru,Support,2015-5,14525
25,Company,Czech Republic,Sales,2015-5,8919
137,Company,China,Accounting,2015-5,11561
10,Company,New Zealand,Engineering,2015-5,13094
539,Company,Bosnia and Herzegovina,Business Development,2015-5,4832
196,Individual,China,Human Resources,2015-5,4614
492,Individual,Colombia,Research and Development,2015-5,14160
287,Individual,Portugal,Research and Development,2015-5,3813
465,Individual,Greece,Product Management,2015-5,8385
359,Individual,Russia,Product Management,2015-5,12602
948,Company,China,Marketing,2015-5,1088
598,Company,United Kingdom,Training,2015-5,2681
814,Individual,Ukraine,Legal,2015-5,11616
829,Company,Canada,Accounting,2015-5,6366
57,Company,Indonesia,Engineering,2015-5,9427
965,Company,Nigeria,Marketing,2015-5,5282
544,Individual,South Korea,Services,2015-5,6355
878,Company,France,Engineering,2015-5,5198
571,Company,United States,Legal,2015-5,14476
959,Individual,Libya,Legal,2015-5,10921
739,Individual,Thailand,Marketing,2015-5,7238
468,Company,Sweden,Marketing,2015-5,11723
187,Company,Brazil,Legal,2015-5,19547
929,Company,China,Services,2015-5,11913
289,Company,Ukraine,Legal,2015-5,11071
545,Individual,China,Sales,2015-5,2760
982,Company,Poland,Research and Development,2015-5,18440
828,Company,Nigeria,Services,2015-5,6133
488,Individual,Russia,Research and Development,2015-5,18575
184,Company,China,Marketing,2015-5,5975
297,Company,Bhutan,Sales,2015-5,19297
961,Individual,China,Services,2015-5,18827
490,Individual,Sweden,Legal,2015-5,8761
870,Individual,Tunisia,Marketing,2015-5,14578
542,Individual,Afghanistan,Product Management,2015-5,16630
467,Individual,China,Human Resources,2015-5,12505
148,Company,Egypt,Training,2015-5,12682
714,Individual,China,Sales,2015-5,3621
50,Company,Paraguay,Business Development,2015-5,14281
266,Individual,Portugal,Sales,2015-5,16262
858,Individual,Tanzania,Accounting,2015-5,2108
572,Company,United States,Engineering,2015-5,2423
722,Individual,Sweden,Sales,2015-5,4110
800,Company,China,Human Resources,2015-5,2324
489,Individual,Indonesia,Training,2015-5,16913
543,Company,United States,Marketing,2015-5,16416
254,Individual,Indonesia,Marketing,2015-5,8075
245,Company,Croatia,Engineering,2015-5,3435
933,Company,Poland,Product Management,2015-5,10319
926,Company,Russia,Sales,2015-5,17610
136,Company,Colombia,Business Development,2015-5,14924
538,Individual,Russia,Training,2015-5,15704
253,Individual,Colombia,Marketing,2015-5,10500
578,Individual,China,Support,2015-5,17239
138,Individual,Poland,Business Development,2015-5,14065
270,Company,Indonesia,Business Development,2015-5,2507
872,Individual,Uganda,Engineering,2015-5,284
497,Company,Bolivia,Business Development,2015-5,12871
56,Individual,Sweden,Business Development,2015-5,1872
360,Company,China,Services,2015-5,4511
835,Company,Portugal,Human Resources,2015-5,8583
533,Company,China,Business Development,2015-5,7645
87,Individual,Poland,Human Resources,2015-5,4756
107,Company,Portugal,Services,2015-5,3913
299,Company,Germany,Business Development,2015-5,8694
811,Individual,Benin,Human Resources,2015-5,7645
733,Company,Costa Rica,Legal,2015-5,8203
986,Company,Peru,Product Management,2015-5,15260
496,Individual,Ukraine,Marketing,2015-5,7777
854,Individual,China,Research and Development,2015-5,9785
285,Company,Colombia,Engineering,2015-5,14658
740,Company,Russia,Engineering,2015-5,13971
725,Individual,Argentina,Services,2015-5,696
579,Company,France,Marketing,2015-5,9159
271,Company,Indonesia,Training,2015-5,11385
284,Individual,Mongolia,Accounting,2015-5,2790
243,Company,Argentina,Sales,2015-5,1123
251,Individual,Kazakhstan,Sales,2015-5,4119
531,Company,Portugal,Legal,2015-5,17825
345,Company,United Kingdom,Business Development,2015-5,18371
532,Individual,China,Services,2015-5,18306
146,Individual,Cameroon,Support,2015-5,10160
498,Company,China,Marketing,2015-5,7327
853,Individual,Russia,Support,2015-5,1062
16,Individual,Ukraine,Sales,2015-5,13988
351,Individual,Poland,Product Management,2015-5,7747
156,Individual,Albania,Services,2015-5,16724
462,Company,Indonesia,Accounting,2015-5,14570
29,Individual,Russia,Training,2015-5,12970
803,Individual,Brazil,Business Development,2015-5,7666
341,Company,Bulgaria,Marketing,2015-5,10599
534,Company,Russia,Services,2015-5,10348
128,Company,Indonesia,Legal,2015-5,12730
352,Individual,Latvia,Legal,2015-5,14372
9,Company,Russia,Support,2015-5,11813
185,Company,Czech Republic,Research and Development,2015-5,5362
833,Individual,Burkina Faso,Sales,2015-5,5665
871,Company,China,Training,2015-5,13905
537,Individual,United States,Research and Development,2015-5,12002
812,Company,China,Human Resources,2015-5,4228
974,Company,Sweden,Training,2015-5,15062
493,Individual,Spain,Business Development,2015-5,3298
949,Individual,Russia,Accounting,2015-5,19414
268,Company,Portugal,Accounting,2015-5,1294
856,Company,Sweden,Engineering,2015-5,17296
575,Individual,Guinea,Training,2015-5,7922
85,Company,China,Legal,2015-5,2455
60,Individual,Philippines,Research and Development,2015-5,12334
27,Company,Cayman Islands,Legal,2015-5,12880
192,Individual,France,Engineering,2015-5,19358
576,Individual,China,Engineering,2015-5,3136
536,Individual,Honduras,Human Resources,2015-5,9771
494,Company,Thailand,Engineering,2015-5,14145
834,Company,Libya,Services,2015-5,18649
577,Individual,Armenia,Research and Development,2015-5,8901
463,Company,Albania,Engineering,2015-5,5514
269,Individual,Malaysia,Business Development,2015-5,8935
593,Company,China,Services,2015-5,9447
252,Company,China,Human Resources,2015-5,19739
495,Individual,Palestinian Territory,Business Development,2015-5,4454
535,Individual,Poland,Training,2015-5,14914
993,Company,Russia,Accounting,2015-5,16731
160,Company,Canada,Sales,2015-5,12869
13,Individual,China,Human Resources,2015-5,9431
855,Company,Poland,Legal,2015-5,12896
464,Individual,Portugal,Marketing,2015-5,15271
51,Company,Paraguay,Support,2015-5,11726
713,Company,Belarus,Human Resources,2015-5,12208
724,Individual,Luxembourg,Accounting,2015-5,11428
599,Individual,Cyprus,Engineering,2015-5,15155
447,Individual,France,Support,2015-5,3399
869,Individual,Brazil,Legal,2015-5,18437
815,Company,Macedonia,Product Management,2015-5,15794
265,Company,Indonesia,Support,2015-5,10229
28,Company,Kiribati,Business Development,2015-5,899
596,Company,Philippines,Human Resources,2015-5,11339
449,Company,Lithuania,Engineering,2015-5,18630
151,Individual,Sierra Leone,Marketing,2015-5,16512
564,Individual,Russia,Marketing,2015-5,5237
86,Company,Indonesia,Engineering,2015-5,315
194,Individual,Mexico,Product Management,2015-5,15928
708,Individual,China,Support,2015-5,3552
295,Individual,Poland,Sales,2015-5,7756
863,Company,Finland,Services,2015-5,2804
556,Company,China,Product Management,2015-5,11839
450,Company,Russia,Research and Development,2015-5,16461
595,Company,Portugal,Legal,2015-5,12851
997,Company,Mongolia,Sales,2015-5,3358
822,Individual,Tanzania,Sales,2015-5,14115
866,Company,Peru,Accounting,2015-5,769
473,Individual,Canada,Product Management,2015-5,17317
479,Company,Ethiopia,Human Resources,2015-5,2394
15,Individual,Thailand,Engineering,2015-5,13624
292,Company,Japan,Legal,2015-5,3286
802,Company,Brazil,Business Development,2015-5,13299
100,Individual,Croatia,Services,2015-5,14054
88,Company,Indonesia,Engineering,2015-5,15849
481,Company,South Korea,Legal,2015-5,13719
565,Individual,Portugal,Services,2015-5,3154
947,Individual,China,Engineering,2015-5,12010
305,Company,Mongolia,Training,2015-5,8655
555,Company,Portugal,Research and Development,2015-5,13738
58,Company,China,Engineering,2015-5,17833
59,Company,Kazakhstan,Services,2015-5,12905
818,Individual,Portugal,Human Resources,2015-5,11192
257,Company,Guatemala,Business Development,2015-5,14808
823,Company,Bosnia and Herzegovina,Engineering,2015-5,9146
719,Company,Colombia,Research and Development,2015-5,16586
261,Company,Syria,Support,2015-5,13583
480,Individual,Malaysia,Accounting,2015-5,12504
554,Company,Japan,Accounting,2015-5,8760
356,Company,Spain,Services,2015-5,3642
134,Individual,China,Sales,2015-5,13584
557,Company,Finland,Services,2015-5,12383
559,Individual,Indonesia,Legal,2015-5,11307
966,Company,China,Human Resources,2015-5,5000
737,Individual,China,Legal,2015-5,9205
717,Company,Bangladesh,Sales,2015-5,7369
152,Individual,Malta,Training,2015-5,17464
294,Individual,China,Legal,2015-5,17885
820,Company,United States,Accounting,2015-5,10791
293,Company,South Africa,Legal,2015-5,17615
476,Company,China,Research and Development,2015-5,8468
560,Company,Nicaragua,Engineering,2015-5,3672
343,Company,Russia,Business Development,2015-5,914
357,Individual,France,Sales,2015-5,9162
865,Individual,Japan,Training,2015-5,1353
186,Company,Philippines,Accounting,2015-5,7536
259,Individual,Czech Republic,Legal,2015-5,15592
561,Individual,Indonesia,Sales,2015-5,3915
364,Individual,Mexico,Services,2015-5,15528
477,Individual,United States,Engineering,2015-5,17172
562,Individual,Belarus,Research and Development,2015-5,11678
48,Individual,Indonesia,Business Development,2015-5,12682
563,Individual,China,Sales,2015-5,9957
474,Company,Azerbaijan,Research and Development,2015-5,11642
819,Company,Thailand,Legal,2015-5,6826
960,Individual,Indonesia,Human Resources,2015-5,4357
444,Company,Bolivia,Marketing,2015-5,8653
478,Company,Portugal,Services,2015-5,12549
260,Individual,Ukraine,Training,2015-5,15860
864,Individual,Liechtenstein,Training,2015-5,7211
558,Company,Mexico,Training,2015-5,14269
108,Company,China,Legal,2015-5,876
718,Company,Peru,Product Management,2015-5,16009
258,Individual,Laos,Marketing,2015-5,10886
941,Individual,Denmark,Human Resources,2015-5,5632
801,Company,China,Support,2015-5,14381
133,Company,Brazil,Sales,2015-5,14343
928,Company,Indonesia,Human Resources,2015-5,3715
821,Individual,Colombia,Accounting,2015-5,15127
738,Individual,Sweden,Product Management,2015-5,18158
862,Company,United States,Accounting,2015-5,9032
472,Individual,Canada,Product Management,2015-5,574
153,Company,Poland,Research and Development,2015-5,19555
860,Company,Brazil,Sales,2015-5,14243
548,Individual,United States,Training,2015-5,9652
868,Company,Philippines,Engineering,2015-5,2272
14,Company,Poland,Research and Development,2015-5,7371
296,Individual,Argentina,Services,2015-5,14098
816,Company,Thailand,Marketing,2015-5,13491
485,Company,Poland,Sales,2015-5,1687
264,Individual,Brazil,Product Management,2015-5,15236
735,Individual,China,Training,2015-5,4913
290,Individual,Nigeria,Research and Development,2015-5,1643
568,Company,Indonesia,Support,2015-5,15157
470,Individual,Vietnam,Training,2015-5,17651
938,Individual,Sweden,Engineering,2015-5,6636
549,Company,Kyrgyzstan,Engineering,2015-5,14535
17,Company,France,Services,2015-5,19234
979,Individual,Jamaica,Engineering,2015-5,10529
826,Individual,Argentina,Research and Development,2015-5,14122
715,Individual,United States,Product Management,2015-5,15842
132,Company,Sweden,Accounting,2015-5,16449
569,Individual,China,Research and Development,2015-5,8496
927,Individual,China,Services,2015-5,15858
487,Individual,Indonesia,Research and Development,2015-5,16668
546,Individual,Greece,Research and Development,2015-5,19540
594,Individual,Germany,Engineering,2015-5,12513
859,Individual,Nigeria,Product Management,2015-5,14615
570,Company,Czech Republic,Business Development,2015-5,4492
149,Individual,Portugal,Human Resources,2015-5,17284
987,Company,Indonesia,Marketing,2015-5,5972
469,Company,China,Accounting,2015-5,15841
721,Company,Russia,Support,2015-5,17690
255,Company,Russia,Product Management,2015-5,11237
354,Company,Ukraine,Research and Development,2015-5,5438
547,Company,Indonesia,Services,2015-5,7773
154,Individual,China,Product Management,2015-5,5995
827,Individual,Argentina,Marketing,2015-5,18319
486,Individual,China,Services,2015-5,13912
193,Individual,China,Product Management,2015-5,5021
135,Company,Indonesia,Sales,2015-5,8846
499,Individual,French Guiana,Legal,2015-5,17781
